,selling_price,year,manufacturer,name,cylinders,km_driven,transmission,owner_id,size,type,paint_color
6002,7995,2006,ford,ranger,6 cylinders,73733,automatic,1FTYR44U16PA41993,,truck,red
6003,2500,2010,volkswagen,tiguan,,,automatic,,mid-size,SUV,black
6004,3200,2006,nissan,sentra,4 cylinders,,automatic,,,,yellow
6005,2299,2001,toyota,corolla,4 cylinders,83999,automatic,,,sedan,silver
6006,0,2018,ford,transit,,28754,automatic,1FTYR3XM8JKB25272,,van,white
6007,18900,2016,toyota,rav4,,30699,automatic,2T3DFREV2GW473588,,wagon,black
6008,9599,1992,honda,delsol sir eg2,4 cylinders,52000,manual,,,coupe,blue
6009,0,2017,nissan,frontier,6 cylinders,49218,automatic,,,truck,silver
6010,1600,1999,subaru,outback,4 cylinders,214000,automatic,,mid-size,wagon,silver
6011,12000,2013,ford,police interceptor,6 cylinders,127000,automatic,1FM5K8AR2DGC73235,full-size,SUV,blue
6012,17250,2015,chrysler,300,,33080,automatic,2C3CCAKG8FH923520,full-size,sedan,white
6013,0,2014,chevrolet,silverado 1500,8 cylinders,105506,automatic,3GCUKREC9EG372457,mid-size,truck,
6014,0,2016,chevrolet,tahoe,,49337,automatic,1GNSKCKC6GR382382,,SUV,white
6015,7000,2016,hyundai,elantra,,84891,automatic,5NPDH4AE8GH672946,,sedan,
6016,25000,2011,ford,f550 super duty,,180126,automatic,,,,green
6017,8990,2012,chrysler,town and country,4 cylinders,116952,automatic,2C4RC1GG4CR163221,mid-size,mini-van,black
6018,3995,2008,ford,escape xls,4 cylinders,165000,automatic,1FMCU92Z28KE65473,,SUV,grey
6019,12000,2016,kia,optima,,53443,automatic,KNAGM4ADXG5093597,,sedan,white
6020,0,2016,ram,1500,,36948,automatic,1C6RR7MT9GS307005,,pickup,yellow
6021,33599,1992,nissan,skyline gtr r32,6 cylinders,82000,manual,,,coupe,grey
6022,28900,2013,ford,f-250,,126301,automatic,,,,
6023,12900,2004,ford,f-250,,193166,automatic,,,,
6024,28900,2011,ford,f-250,,89475,automatic,,,,
6025,29900,2015,ford,f-250,,148369,automatic,,,,
6026,27900,2012,ford,f-250,,136939,automatic,,,,
6027,0,2019,honda,hr-v,4 cylinders,5310,automatic,,,SUV,grey
6028,17500,2017,toyota,camry,,32941,automatic,4T1BK1FK8HU581796,,sedan,
6029,0,2005,ford,f-350,,89781,automatic,1FTWF31P55EC40144,,pickup,black
6030,4650,2012,ford,fusion,4 cylinders,165000,automatic,3FAHP0HA6CR229241,mid-size,sedan,red
6031,2997,2002,gmc,sierra,8 cylinders,227000,automatic,1GTEK14V92Z268295,full-size,pickup,grey
6032,28995,2016,ford,f350 super duty,,120000,automatic,,,,
6033,7899,2012,chrysler,town & country,,130000,automatic,,,,
6034,1700,2001,ram,3500 cargo van,8 cylinders,86568,automatic,2b7kb31z41k555812,full-size,van,white
6035,34995,2013,ford,f350 super duty,,122000,automatic,,,,
6036,18000,2012,jeep,wrangler sahara,6 cylinders,105000,automatic,,,offroad,white
6037,24995,2008,ford,f250 super duty,,122000,automatic,,,,
6038,24995,2008,ford,f250 super duty,,122000,automatic,,,,
6039,0,2010,jeep,wrangler unlimi,6 cylinders,58532,manual,1J4BA6H16AL178348,mid-size,SUV,black
6040,0,2016,honda,cr-v,,31900,automatic,5J6RM4H59GL134284,,SUV,white
6041,4500,2004,,Kenworth Trailer,other,,other,,,other,green
6042,0,1968,,Camaros Mustangs and a Nova,8 cylinders,,other,,mid-size,,custom
6043,8992,2011,honda,pilot,,171240,automatic,5FNYF4H5XBB002545,,SUV,black
6044,6999,2004,ford,ranger,,160466,automatic,1FTZR45E84TA00776,,pickup,grey
6045,4995,2006,dodge,grand caravan,,71096,automatic,2D8GP44L36R816920,,mini-van,
6046,4992,2007,dodge,durango,,170694,automatic,1D8HB58247F574738,,SUV,black
6047,5992,2011,chrysler,town & country,,191819,automatic,2A4RR5DG5BR802838,,mini-van,black
6048,3000,2004,honda,odyssey ex,6 cylinders,,automatic,,full-size,van,silver
6049,15250,2016,toyota,prius,,52907,automatic,JTDKARFU7G3006696,,hatchback,silver
6050,3500,2001,mercedes-benz,clk430,8 cylinders,141774,automatic,WDBLJ70G91T086553,,coupe,silver
6051,3600,2008,volkswagen,beetle,5 cylinders,89000,manual,,,convertible,
6052,13750,2016,honda,odyssey,,119066,automatic,5FNRL5H33GB006753,,mini-van,
6053,3200,2007,,5n1bv28u17n135977,6 cylinders,,automatic,,mid-size,mini-van,blue
6054,0,2008,infiniti,g35,,140895,automatic,JNKBV61F88M278146,,sedan,black
6055,6750,2007,jeep,grand cherokee,,93766,automatic,1J8HR48P17C700161,,SUV,green
6056,0,2017,acura,tlx,,20840,automatic,19UUB2F50HA005698,compact,sedan,brown
6057,1,1991,chevrolet,camaro,,,automatic,,,,
6058,19500,2016,cadillac,cts,,43823,automatic,1G6AX5SXXG0113460,,sedan,black
6059,16250,2010,mercedes-benz,s-class,,92010,automatic,WDDNG8GBXAA307040,full-size,sedan,silver
6060,0,2016,mercedes-benz,c-class,,22896,automatic,55SWF4KB7GU140426,,sedan,black
6061,0,2017,hyundai,sonata,,85055,automatic,5NPE24AF0HH562666,,sedan,brown
6062,16500,2017,honda,accord,,39105,automatic,1HGCT1B89HA003581,,coupe,white
6063,5000,2004,,volkwagen passat,6 cylinders,125000,manual,,,,grey
6064,900,2000,jeep,grand cherokee,8 cylinders,,automatic,,full-size,SUV,red
6065,3500,2003,ford,explorer sport trac,6 cylinders,215000,automatic,1FMZU77E53UA00588,mid-size,truck,green
6066,3500,1989,cadillac,eldorado,8 cylinders,85000,automatic,,full-size,sedan,
6067,35490,2016,ram,4500,,128325,automatic,3C7WRLFL0GG174338,,other,white
6068,0,2015,,FREIGHTLINER SPRINTER,,65622,automatic,WDRPE7DC7F5986703,,van,white
6069,18000,2015,chrysler,300,,31470,automatic,2C3CCASG5FH899872,full-size,sedan,
6070,0,2011,mercedes-benz,sprinter,,75880,automatic,WDZPE7CC2B5570845,,bus,black
6071,16995,2013,audi,a8 l,6 cylinders,114381,automatic,WAURGAFD5DN002674,,sedan,white
6072,9350,2013,toyota,corolla,,73964,automatic,5YFBU4EE8DP180736,compact,sedan,
6073,0,2013,mercedes-benz,e-class,,46306,automatic,WDDHF8JB8DA735458,,sedan,black
6074,2500,2005,honda,accord,4 cylinders,209000,automatic,,,sedan,silver
6075,10000,2014,toyota,corolla,,87114,automatic,2T1BURHE5EC020064,,sedan,white
6076,1500,2010,mitsubishi,lancer,4 cylinders,180000,automatic,,compact,sedan,grey
6077,0,2015,mercedes-benz,s-class,,38496,automatic,WDDUG8FB9FA198042,,other,black
6078,12000,2016,hyundai,sonata,,77342,automatic,5NPE24AF0GH371795,,,silver
6079,800,2003,saturn,vue,6 cylinders,,automatic,,,,red
6080,9800,2007,chevrolet,avalanche ltz,8 cylinders,133000,automatic,,full-size,pickup,white
6081,3500,2002,chevrolet,,,,automatic,,,pickup,black
6082,0,2016,mercedes-benz,gle-class,,16434,automatic,4JGDA5HB6GA806815,,SUV,white
6083,3250,2004,honda,civic,,,automatic,,,,
6084,7997,2013,toyota,corolla,,104957,automatic,2T1BU4EE5DC019034,compact,sedan,
6085,5297,2006,honda,civic,,106057,automatic,1HGFA16896L064511,sub-compact,sedan,
6086,8597,2013,nissan,rogue,,95240,automatic,JN8AS5MV4DW611075,,wagon,white
6087,4997,2012,nissan,sentra,,89862,automatic,3N1AB6AP9CL649092,,sedan,silver
6088,0,2017,mercedes-benz,e-class,,35524,automatic,WDDZF4KB3HA213161,,sedan,
6089,19490,2017,honda,accord,,70661,automatic,JHMCR6F78HC008835,,sedan,black
6090,11995,2008,chevrolet,suburban,8 cylinders,115431,automatic,3GNFK16308G209555,,SUV,blue
6091,0,2016,mercedes-benz,c-class,,14652,automatic,55SWF4JB4GU147304,compact,sedan,
6092,1500,2006,acura,rsx,,,automatic,,,,
6093,8250,2015,ford,focus,,58132,automatic,1FADP3E27FL354796,compact,sedan,
6094,16500,2016,kia,optima,,47434,automatic,5XXGV4L27GG086145,full-size,sedan,black
6095,5477,2009,volkswagen,routan,,112261,automatic,2V8HW34189R544520,,wagon,black
6096,0,2017,mercedes-benz,cls-class,,29133,automatic,WDDLJ7DB3HA195800,compact,coupe,silver
6097,8000,2011,toyota,corolla,4 cylinders,,automatic,,,,
6098,6495,2008,cadillac,cts,,123200,automatic,1G6DM577080111930,,sedan,red
6099,3500,2011,kia,soul 1.6l,4 cylinders,142302,manual,KNDJT2A15B7325400,full-size,SUV,silver
6100,11990,2013,ford,explorer,,140844,automatic,1FM5K7D97DGC78162,,SUV,blue
6101,12250,2017,toyota,corolla,,26908,automatic,2T1BURHE7HC839324,,sedan,white
6102,2400,2004,toyota,camry solara se,4 cylinders,148155,automatic,4T1CE38P14U950217,mid-size,coupe,silver
6103,0,2017,mercedes-benz,gla-class,,35252,automatic,WDCTG4EB0HJ290413,,SUV,black
6104,18498,2018,toyota,camry,,28806,automatic,4T1B11HK0JU516902,,sedan,
6105,8498,2014,nissan,altima,,93551,automatic,1N4AL3AP8EC267360,,sedan,
6106,21998,2015,jeep,wrangler unlimited,,68990,automatic,1C4BJWDG5FL536675,,SUV,black
6107,12998,2016,dodge,journey,,53399,automatic,3C4PDCBG9GT211855,,SUV,
6108,14998,2017,chevrolet,impala,,40638,automatic,2G1105S33H9109684,,sedan,
6109,13000,2015,jeep,compass,,36406,automatic,1C4NJDEB8FD162755,,hatchback,
6110,17998,2014,gmc,acadia,,80747,automatic,1GKKVTKD3EJ181399,,,black
6111,2200,2004,chrysler,pt cruiser w/manual,4 cylinders,97355,manual,3C4FY48B84T305657,full-size,wagon,white
6112,12998,2015,chevrolet,equinox,,81146,automatic,2GNALCEK8F6424024,,SUV,white
6113,19250,2013,ford,f-150,,55938,automatic,1FTFX1EF6DFD65682,,pickup,silver
6114,2000,1970,,MGB,4 cylinders,,manual,,,convertible,red
6115,13495,2012,bmw,750xi / alpina b7,,100759,automatic,WBAKC6C59CC395953,full-size,sedan,
6116,1800,2005,ford,focus xz4 w/manual,4 cylinders,172367,manual,1FAFP34N15W312092,full-size,sedan,red
6117,15999,2008,ford,f350 super duty crew cab,8 cylinders,147501,automatic,1FTWW31R78EC75905,,pickup,white
6118,16999,2012,ford,f150 supercrew cab,6 cylinders,140759,automatic,1FTFW1ET3CFA55075,,pickup,white
6119,0,2016,mercedes-benz,gle-class,,27933,automatic,4JGDA5HB4GA776262,,SUV,black
6120,17500,2017,lincoln,mkz,,27578,automatic,3LN6L5B98HR645884,,sedan,
6121,0,2010,ford,f-150,,104183,automatic,1FTFW1EV8AFB12000,,pickup,blue
6122,16995,2016,chrysler,300,,27262,automatic,2C3CCAAG9GH235450,full-size,sedan,white
6123,19950,2015,ram,1500,,74532,automatic,1C6RR6KT8FS650058,,pickup,
6124,24495,2014,,MASERATI GHIBLI,,69989,automatic,ZAM57RTA4E1126465,,sedan,black
6125,13000,2012,audi,a5,,60060,automatic,WAULFAFR8CA016949,sub-compact,coupe,black
6126,11795,2010,rover,lr4,,112057,automatic,SALAG2D48AA519374,,SUV,black
6127,0,2017,mercedes-benz,glc-class,,29534,automatic,WDC0G4KB6HF118090,,SUV,red
6128,6877,2011,hyundai,sonata,4 cylinders,76355,automatic,5NPEB4AC4BH205472,,sedan,silver
6129,18377,2015,jeep,grand cherokee,8 cylinders,78121,automatic,1C4RJFBT1FC948543,,SUV,white
6130,14895,2013,jeep,grand cherokee,,104684,automatic,1C4RJFCG2DC533195,,SUV,red
6131,6399,2012,ford,focus se,4 cylinders,81952,automatic,1FAHP3F23CL271006,mid-size,sedan,grey
6132,9420,2015,nissan,altima,,94129,automatic,1N4AL3AP1FC132545,,sedan,
6133,5500,2006,nissan,350z,6 cylinders,,automatic,,compact,coupe,silver
6134,23500,2015,cadillac,ats,,36168,automatic,1G6AE1RX8F0124041,,,
6135,21788,2019,ford,transit cargo,,33055,automatic,1FTYE9ZMXKKA74970,,,white
6136,0,2016,mercedes-benz,e-class,,30941,automatic,WDDHF8JB9GB241799,,sedan,black
6137,0,2006,gmc,sierra,8 cylinders,169000,automatic,,,,
6138,7500,2003,chevrolet,silverado 1500,8 cylinders,172000,automatic,,,,
6139,16500,2008,jeep,wrangler unlimited rubicon,6 cylinders,164123,manual,,compact,SUV,green
6140,550,1995,honda,civic,4 cylinders,195000,automatic,,,,green
6141,5695,2004,lexus,rx 330 rx330,6 cylinders,152400,automatic,JTJHA31U240063087,mid-size,SUV,silver
6142,14295,2013,acura,rdx,6 cylinders,70250,automatic,5J8TB4H52DL015118,mid-size,SUV,silver
6143,10995,2010,lexus,rx 350 rx350,6 cylinders,123000,automatic,2T2BK1BA4AC070716,mid-size,SUV,silver
6144,0,2013,ford,escape,,70028,automatic,1FMCU9HX5DUA76590,compact,SUV,black
6145,5977,2004,cadillac,escalade,,189801,automatic,1GYEK63N14R199551,,SUV,white
6146,3477,2005,ford,focus,,92326,automatic,1FAFP34N15W206516,compact,sedan,
6147,3000,2007,mercury,montego,,,automatic,,,,
6148,0,2012,chrysler,300,,145134,automatic,2C3CCACG0CH277321,full-size,sedan,silver
6149,2000,2003,honda,civic,4 cylinders,178000,automatic,,compact,coupe,black
6150,0,2013,mini,hardtop,,82443,automatic,WMWSV3C58DT394528,,hatchback,
6151,7995,2012,hyundai,tucson,,123150,automatic,KM8JUCAC4CU369522,,SUV,
6152,14750,2014,chevrolet,express,,87558,automatic,1GCSGAFX4E1185931,,van,white
6153,4900,2010,honda,odyssey,6 cylinders,188008,automatic,5FNRL3H62AB030077,full-size,van,grey
6154,4850,2014,chevrolet,sonic,4 cylinders,125300,automatic,1G1JA6SH7E4207940,,hatchback,white
6155,6999,2006,ford,expedition,8 cylinders,163022,automatic,1FMFU18516LA63020,full-size,SUV,blue
6156,7500,1993,chevrolet,corvette,8 cylinders,96300,automatic,1G1YY23P2P5110859,mid-size,coupe,red
6157,4850,2006,chrysler,pacifica,,138163,automatic,2A4GM68426R830677,full-size,SUV,custom
6158,2250,2003,hyundai,sonata,4 cylinders,122311,other,KMHWF25H73A893135,,sedan,silver
6159,4850,2004,gmc,yukon xl,8 cylinders,190346,automatic,1GKFK16Z44J104124,full-size,SUV,white
6160,22500,2013,ram,1500,8 cylinders,99437,automatic,1C6RR7PT1DS590605,,truck,black
6161,4850,2006,cadillac,srx,8 cylinders,172078,automatic,1GYEE63A960218665,full-size,SUV,silver
6162,2900,2009,chevrolet,hhr,4 cylinders,206127,other,3GNCA23B29S580366,full-size,van,black
6163,9997,2007,,HUMMER H3,,124061,automatic,5GTDN13E178248231,,SUV,
6164,2999,2004,honda,pilot,6 cylinders,236245,automatic,2HKYF18604H619657,full-size,SUV,red
6165,5499,2007,nissan,murano,6 cylinders,146144,other,JN8AZ08W87W625762,full-size,SUV,blue
6166,2999,2006,chevrolet,trailblazer,6 cylinders,189920,automatic,1GNDT13SX62248725,full-size,SUV,white
6167,2950,2003,pontiac,grand prix,6 cylinders,139812,automatic,1G2WK52J03F150882,,sedan,silver
6168,5850,2011,ford,expedition,8 cylinders,203881,automatic,1FMJU1G56BEF35738,full-size,SUV,silver
6169,8499,2012,honda,civic,,83721,automatic,2HGFB2F55CH561458,,sedan,
6170,7999,2012,honda,civic,,96675,automatic,2HGFB2F59CH532948,,sedan,
6171,5850,2008,nissan,armada,6 cylinders,169732,automatic,5N1AA08C88N610674,full-size,SUV,custom
6172,4995,2003,lincoln,navigator,8 cylinders,183906,automatic,5LMFU27R83LJ10319,full-size,SUV,black
6173,3999,2009,hyundai,elantra,4 cylinders,131753,automatic,KMHDU46D49U604756,,sedan,blue
6174,24999,2016,mitsubishi,fuso fec72w,,95487,automatic,JL6BPK1A2GK000644,,,
6175,6477,2007,jeep,grand cherokee,,119938,automatic,1J8HR48N07C525352,,SUV,
6176,0,2017,hyundai,elantra,,38585,automatic,5NPD84LF8HH000960,,sedan,black
6177,4790,2007,ford,focus zx4,4 cylinders,92777,automatic,1FAHP34N37W159419,mid-size,sedan,blue
6178,800,2004,chevrolet,van,,,automatic,,,,
6179,16999,2011,subaru,impreza,,91181,manual,JF1GR8H67BL822264,,wagon,
6180,10995,2008,ford,explorer sport trac,,107475,automatic,1FMEU33E98UA56229,,pickup,
6181,8449,2012,ford,focus,,69524,automatic,1FAHP3F29CL105038,,sedan,
6182,5995,2014,ford,focus,,107884,automatic,1FADP3F20EL252012,,sedan,
6183,13495,2000,chevrolet,corvette,,46215,manual,1G1YY22G0Y5101323,,coupe,
6184,8499,2009,chrysler,town and country,,79553,automatic,2A8HR64X89R581116,,mini-van,
6185,25750,2015,chevrolet,camaro,,18121,manual,2G1FG1EW1F9148948,compact,coupe,red
6186,2299,2001,toyota,corolla,4 cylinders,84001,automatic,,,sedan,silver
6187,6500,2010,subaru,legacy,4 cylinders,125703,automatic,4S3BMBA66A3211070,mid-size,sedan,blue
6188,15500,2016,chevrolet,traverse,,60035,automatic,1GNKRGKD6GJ228801,,SUV,
6189,35000,2018,toyota,tundra,8 cylinders,49000,automatic,5TFDY5F1XJX693126,full-size,truck,grey
6190,13795,2016,hyundai,tucson,,63090,automatic,KM8J3CA23GU122668,,wagon,white
6191,0,2008,ford,f-250,,90210,automatic,1FTSW21R38EB12628,,pickup,white
6192,3999,2008,hyundai,accent,4 cylinders,77446,automatic,KMHCM36C28U073763,mid-size,coupe,blue
6193,5865,2012,nissan,rogue,4 cylinders,,automatic,JN8AS5MV4CW382427,mid-size,SUV,white
6194,5565,2007,nissan,murano,6 cylinders,,automatic,JN8AZ08W67W662129,mid-size,SUV,black
6195,6865,2009,gmc,acadia,6 cylinders,107000,automatic,1GKEV13D99J169327,full-size,SUV,red
6196,6365,2006,acura,mdx,6 cylinders,,automatic,2HNYD18866H517356,mid-size,SUV,black
6197,0,2013,chrysler,300,,104958,automatic,2C3CCAET2DH532501,full-size,sedan,white
6198,6965,2013,subaru,forester,4 cylinders,,automatic,JF2SHAAC0DH409558,mid-size,SUV,black
6199,8665,2010,gmc,acadia,6 cylinders,85000,automatic,1GKLVLED0AJ234215,full-size,SUV,red
6200,8465,2015,nissan,rogue select,4 cylinders,91000,automatic,JN8AS5MV5FW752661,mid-size,SUV,red
6201,6465,2012,ford,f-150,6 cylinders,,automatic,1FTMF1CM4CKD03019,full-size,pickup,white
6202,5965,2008,hyundai,santa fe,6 cylinders,,automatic,5NMSH13E28H153151,mid-size,SUV,silver
6203,10795,2010,infiniti,g37,,63654,automatic,JN1CV6AP4AM403358,,sedan,silver
6204,4965,2010,kia,forte koup,4 cylinders,,automatic,KNAFW6A36A5131262,compact,coupe,grey
6205,4465,2002,ford,excursion,8 cylinders,,automatic,1FMNU40L12EB66072,full-size,SUV,blue
6206,5465,2011,lincoln,mkz,6 cylinders,,automatic,3LNHL2JC7BR750833,mid-size,sedan,silver
6207,5865,2008,honda,civic,4 cylinders,119000,automatic,1HGFA16808L058776,compact,sedan,white
6208,5865,2003,ram,1500,8 cylinders,,automatic,1D7HA16D63J574316,full-size,pickup,silver
6209,1400,1999,ford,explorer,6 cylinders,,automatic,,mid-size,SUV,green
6210,20990,2018,honda,accord,,13771,automatic,1HGCV1F45JA106715,full-size,sedan,black
6211,11465,2010,jeep,wrangler,6 cylinders,,automatic,1J4BA3H14AL154564,mid-size,SUV,green
6212,5465,2007,toyota,camry,4 cylinders,,automatic,4T1BE46K27U138440,mid-size,sedan,silver
6213,7665,2012,ford,transit connect,4 cylinders,103000,automatic,NM0LS7BN5CT102483,mid-size,mini-van,white
6214,5995,2007,toyota,rav 4,4 cylinders,141455,automatic,JTMZD33V975060232,mid-size,SUV,green
6215,4465,2008,hyundai,elantra,4 cylinders,,automatic,KMHDU46DX8U578906,compact,sedan,grey
6216,6765,2013,hyundai,elantra,4 cylinders,121000,automatic,KMHDH4AE1DU698530,mid-size,sedan,silver
6217,6765,2014,kia,forte,4 cylinders,93000,automatic,KNAFK4A61E5068488,mid-size,sedan,red
6218,17900,2012,infiniti,qx56,,121235,automatic,JN8AZ2NE5C9015222,,wagon,white
6219,6265,2012,chevrolet,impala,6 cylinders,121000,automatic,2G1WG5E38C1174051,mid-size,sedan,silver
6220,4965,2010,dodge,avenger,4 cylinders,127000,automatic,1B3CC1FB0AN194229,mid-size,sedan,black
6221,6265,2010,toyota,corolla,4 cylinders,121000,automatic,1NXBU4EEXAZ230322,compact,sedan,silver
6222,6977,2014,ford,focus,,68137,automatic,1FADP3F29EL448739,compact,sedan,white
6223,7965,2005,gmc,yukon denali,8 cylinders,,automatic,1GKFK66U85J262212,full-size,SUV,white
6224,3865,2006,nissan,sentra,4 cylinders,118000,automatic,3N1CB51D56L555482,compact,sedan,silver
6225,6465,2010,,SCION TC,4 cylinders,108000,automatic,JTKDE3B70A0304101,compact,hatchback,blue
6226,11465,2007,ford,f-150,8 cylinders,75000,automatic,1FTPW14587FB43374,full-size,pickup,red
6227,7995,2013,chevrolet,malibu w/1lt,4 cylinders,113626,automatic,1G11C5SA1DF171088,mid-size,sedan,black
6228,16500,2017,toyota,rav4,,22516,automatic,JTMBFREV5HJ117367,,wagon,
6229,12490,2009,nissan,370z,,110144,automatic,JN1AZ44E49M407870,,coupe,silver
6230,1750,1998,ford,explorer,8 cylinders,227000,automatic,,full-size,SUV,green
6231,24495,2011,ford,f-250,,156992,automatic,1FT7W2BT0BEA83614,,pickup,
6232,12300,2015,honda,accord,,57927,automatic,1HGCT1B35FA011534,,coupe,black
6233,0,2005,ford,f-350,,89781,automatic,1FTWF31P55EC40144,,pickup,black
6234,21995,2008,ford,f-350,,126126,automatic,1FTSW31R68EB17201,,pickup,blue
6235,5995,2012,ford,focus,,118957,automatic,1FAHP3M24CL478698,compact,hatchback,black
6236,15700,2017,toyota,camry,,7384,automatic,4T1BF1FK7HU331146,,sedan,
6237,0,2015,nissan,altima,,52337,automatic,1N4AL3AP4FN381071,,sedan,
6238,3990,2003,infiniti,g35 coupe,,151776,automatic,JNKCV54E53M214009,,other,black
6239,15495,2015,ford,mustang,,70185,automatic,1FA6P8TH9F5315094,sub-compact,coupe,white
6240,3990,2003,infiniti,g35 coupe,,151776,automatic,JNKCV54E53M214009,,other,black
6241,23995,2014,chevrolet,silverado,,96000,automatic,,,,
6242,20000,2016,mercedes-benz,c-class,,21096,automatic,55SWF4KB3GU177330,,sedan,red
6243,0,2011,ram,,,138286,automatic,3D73Y4CL4BG543469,,pickup,black
6244,14495,2017,ford,fusion,,21355,automatic,3FA6P0H76HR108213,,sedan,
6245,0,2012,volkswagen,jetta sportwagen,4 cylinders,89855,automatic,3VWPL7AJ9CM653933,,wagon,red
6246,12777,2016,buick,encore,4 cylinders,30319,automatic,KL4CJ1SM8GB607563,,SUV,custom
6247,17995,2013,mercedes-benz,gl-class,,92925,automatic,4JGDF7CE4DA159700,,SUV,black
6248,2995,2005,lexus,es330,6 cylinders,,automatic,JTHBA30G855097297,full-size,sedan,white
6249,22900,2008,ford,f-350,,156079,automatic,,,,
6250,42000,2017,ford,f-250,,154647,automatic,,,,
6251,0,2010,dodge,nitro,6 cylinders,102696,automatic,1D4PT5GK3AW151152,mid-size,SUV,black
6252,4199,2010,nissan,versa s,,,automatic,,,hatchback,
6253,19700,2018,jeep,compass,,26365,automatic,3C4NJDBB2JT395750,,,
6254,17888,2018,toyota,camry,,42358,automatic,4T1B11HKXJU116829,,,black
6255,0,2016,nissan,altima,,69577,automatic,1N4AL3AP6GC193617,,sedan,black
6256,0,2016,ford,focus,,55455,automatic,1FADP3K21GL304160,compact,hatchback,white
6257,5999,2002,toyota,rav4 sport 4wd,4 cylinders,85786,automatic,,full-size,SUV,silver
6258,14999,2007,chevrolet,corvette,8 cylinders,38600,manual,1G1YY26UX75124008,,other,yellow
6259,15999,2008,ford,f350 super duty crew cab,8 cylinders,147501,automatic,1FTWW31R78EC75905,,pickup,white
6260,0,2015,chrysler,200,,88581,automatic,1C3CCCAB7FN745348,,sedan,
6261,16995,2013,bmw,alpina b7 xdrive,8 cylinders,118197,automatic,WBAYF8C5XDD141497,,sedan,black
6262,6127,2016,ford,focus,,112242,automatic,1FADP3K26GL345383,compact,hatchback,white
6263,7500,2012,ford,focus,4 cylinders,38292,automatic,1FAHP3F28CL396082,,sedan,white
6264,0,2017,chevrolet,traverse,,29544,automatic,1GNKRFEDXHJ147615,,SUV,blue
6265,2500,1999,honda,civic,4 cylinders,,automatic,2HGEJ8645XH577867,compact,sedan,green
6266,26000,1964,buick,riviera,,,automatic,,full-size,coupe,custom
6267,5995,2011,ford,escape xlt awd,6 cylinders,118301,automatic,1FMCU9DG1BKC50038,mid-size,SUV,black
6268,6177,2012,nissan,altima,,91173,automatic,1N4AL2APXCC235663,,sedan,silver
6269,20000,2017,audi,a4,,37196,automatic,WAUANAF46HN030511,compact,sedan,black
6270,10998,2016,volkswagen,tiguan,,61585,automatic,WVGAV7AX6GW526291,,SUV,
6271,28998,2012,ram,2500,,119919,automatic,3C6UD5JL2CG253789,,pickup,white
6272,17998,2016,dodge,charger,,74392,automatic,2C3CDXJGXGH223470,,sedan,white
6273,11998,2013,chrysler,300,,72436,automatic,2C3CCAET5DH556002,,sedan,
6274,16998,2016,bmw,3 series,,55195,automatic,WBA8E3C53GK501067,,sedan,blue
6275,11998,2012,mercedes-benz,e-class,,85677,automatic,WDDHF5KB8CA569258,,sedan,
6276,10998,2014,gmc,terrain,,105214,automatic,2GKALSEK6E6227262,,,
6277,0,2017,ford,transit,,31429,automatic,1FTYE9ZM6HKB07553,,van,white
6278,0,2008,,HHR,4 cylinders,,automatic,,,,
6279,14950,2002,chevrolet,,8 cylinders,212000,automatic,,,,white
6280,10500,2014,jeep,cherokee,,88398,automatic,1C4PJLCB2EW270474,,SUV,
6281,4484,2006,mitsubishi,raider,,176895,automatic,1Z7HT38N96S501143,,pickup,blue
6282,5999,2008,chevrolet,colorado,,156244,automatic,1GCCS199388143035,,pickup,
6283,6999,2005,nissan,frontier,,123564,automatic,1N6AD06W95C456375,,pickup,red
6284,6495,2003,toyota,tacoma,,240620,automatic,5TEGN92NX3Z303577,,pickup,silver
6285,7999,2005,nissan,titan,,142461,automatic,1N6BA06B05N561966,,pickup,black
6286,5999,2005,nissan,xterra,,117320,automatic,5N1AN08W65C619377,,wagon,silver
6287,14500,2017,volkswagen,passat,,38335,automatic,1VWGT7A3XHC012199,,sedan,black
6288,0,2009,ford,f-150,,160940,automatic,1FTPW14V79FB26990,,pickup,blue
6289,14995,2014,honda,cr-v,,70312,automatic,2HKRM4H70EH652535,,SUV,brown
6290,15500,2016,toyota,rav4,,31595,automatic,2T3BFREV0GW462290,,wagon,black
6291,8995,2005,toyota,tundra sr5,8 cylinders,172000,automatic,5TBBT44125S458209,,pickup,red
6292,3495,2008,mazda,3 s,4 cylinders,126000,manual,JM1BK323881876591,,sedan,red
6293,6995,2007,lexus,rx 350,6 cylinders,169770,automatic,2T2HK31UX7C005119,,SUV,green
6294,3995,2009,rover,lr2,6 cylinders,216000,automatic,SALFT24N09H125865,mid-size,SUV,white
6295,5000,1994,pontiac,firebird formula,,,automatic,,,,
6296,6975,2008,infiniti,ex35 journey,6 cylinders,115234,automatic,JNKAJ09F38M358186,,sedan,white
6297,15975,2011,infiniti,qx56,,,automatic,JN8AZ2NE4B9006865,,,
6298,29975,2017,ford,f350 super duty,,,automatic,1FT8W3B67HED15803,,,
6299,12975,2005,ford,f350 dually,,,automatic,1FDWX37P85ED05293,,,
6300,19750,2010,ford,f150 lariat supercrew,,,automatic,1FTFW1EV9AFD48560,,,
6301,0,2018,volkswagen,tiguan,,9866,automatic,3VV3B7AX5JM210914,,SUV,
6302,3995,2009,chevrolet,impala ltz,6 cylinders,177000,automatic,2G1WU57M491223186,mid-size,sedan,silver
